 5.42051295	 5.36301	-3.553702646	
 2.741345	 -7.86028	  0.003	
1.3846844	 -4.70466064	 -1.121745	
 -2.15856	 5.140	  1.98203821	
-10.0543	-0.057650	5.446281	
 -1.33445	  4.86306	 1.7525	
  9.0088452	  1.939801585	-9.76145931	
10.251	 6.898	9.69534493	
0.70042746	-5.64744	-6.4299	
 -0.2937	1.817077	  0.07929	
-3.32976489	1.3725980	0.213903	
-2.10026	-2.264	-9.958846954	
-1.4741	-4.1284313	3.754698	
 7.24277	0.36355371	9.2869	
 1.594	 10.273472	1.3966	
-4.43544	14.553770	-3.449969	
5.023767	-3.221	-6.87030553	
 5.53683154	 3.376	-10.663	
-2.1310709	 1.6737	 4.0737	
-4.570487358	-3.85475623	0.7162	
  5.355013	0.583199380	-5.59650242	
  0.1581	 0.032711	10.85040664	
 -7.9163	-2.346177	-1.2000703	
8.24912806	-4.96448	-5.0563292	
-0.610421668	-3.2017	  1.568837	
 4.384159905	-4.610623099	-7.048843514	
 -3.4943	 -4.403586	  6.89623	
-1.10930832	 -4.7462527	 -0.305	
  7.3636564	 9.0999369	 1.572425	
 7.2648	-1.0234062	-5.01274273	
8.64872258	-0.641046014	 7.130	
 7.8311830	 1.8955600	0.5397521	
 -6.683262	 5.600060915	 -3.314097323	
-2.101904	  6.77365407	 4.68560974	
  5.11442475	5.08773686	 -7.565	
  3.5829	 -4.910496	5.8730	
-6.570	  5.5886218	  2.966	
 -6.731840436	1.9432108	  2.97025	
0.21500	 4.4994066	 6.8609	
  2.4210953	-0.248765284	-0.198443455	
  5.4422969	-1.559	  3.419760	
-0.59090201	 -2.707673	-9.081639982	
-1.82567	5.4307485	 11.0498755	
 1.56124211	-3.012	  4.501	
 3.555016663	 -0.1391106	 -2.8378	
  4.814	 2.80626	-5.169547	
 -1.4028	 -2.493840	6.842145	
 -2.922	-2.4302844	  2.932194	
 6.9432	-6.75719	 8.74602656	
 1.41351197	  1.22733370	-5.18836	
